,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,date,title,review,vote,rating,text_lower,text_wo_punct,review_stopwords,logistic_sentiment,random_forest_sentiment,support_vector_sentiment
17,17,17,17,kumar,2021-06-26,Attention Installation related issue,Table mount not included which is not available outside company so table mount is the must but wall mounts are available in open market n every where so every one should go for having table mount also.If u go for wall mount which is available for the price of 100 or 200 in open market but if u go for purchasing table mount then it will cost more than 500 which is proprietary part of company So it is advisable to go for table mount first and later wall mount can be installed by self,1,5,table mount not included which is not available outside company so table mount is the must but wall mounts are available in open market n every where so every one should go for having table mount also.if u go for wall mount which is available for the price of 100 or 200 in open market but if u go for purchasing table mount then it will cost more than 500 which is proprietary part of company so it is advisable to go for table mount first and later wall mount can be installed by self,table mount not included which is not available outside company so table mount is the must but wall mounts are available in open market n every where so every one should go for having table mount alsoif u go for wall mount which is available for the price of 100 or 200 in open market but if u go for purchasing table mount then it will cost more than 500 which is proprietary part of company so it is advisable to go for table mount first and later wall mount can be installed by self,table mount included available outside company table mount must wall mounts available open market n every every one go table mount alsoif u go wall mount available price 100 200 open market u go purchasing table mount cost 500 proprietary part company advisable go table mount first later wall mount installed self,1,0,0
18,18,18,18,hr_ralte,2021-09-04,It's the brand value that will settle your heart,"First. Thanks to Amazon for providing services even to further area of the country. Brand Installation is not at all required for this. As such, I did it myself. I was a bit confused in fitting the stand but after getting it, no problem later. Initial set up is a bit slow. But later on, the speed comes close to the speed of the wondertainment 55 inch unit we also have.Watching Netflix and Prime Video, over wifi and mobile hotspot gives very good picture quality. Even though this is 1080p in resolution, quality is not that far from the 55 inch 4K tv.Some people may not like the smoothening of pictures, but oddly I like it more, when compared to media played from my laptop over HDMI.Sound quality sure doesn't match with the 4K wondertainment Tv, but meets your daily TV consumption and maybe slightly more. I watched Sheershah and I was more than happy with the sound output, even during the battle scenes.And at last, i have full trust in Samsung that this will last long as we got the series 5 32 inch full HD back in 2010. They told us the LCD panel would last for at least 8 years. It's 2021 and that TV is still functioning smooth like butter, now even made Smart with FireTV.",0,4,"first. thanks to amazon for providing services even to further area of the country. brand installation is not at all required for this. as such, i did it myself. i was a bit confused in fitting the stand but after getting it, no problem later. initial set up is a bit slow. but later on, the speed comes close to the speed of the wondertainment 55 inch unit we also have.watching netflix and prime video, over wifi and mobile hotspot gives very good picture quality. even though this is 1080p in resolution, quality is not that far from the 55 inch 4k tv.some people may not like the smoothening of pictures, but oddly i like it more, when compared to media played from my laptop over hdmi.sound quality sure doesn't match with the 4k wondertainment tv, but meets your daily tv consumption and maybe slightly more. i watched sheershah and i was more than happy with the sound output, even during the battle scenes.and at last, i have full trust in samsung that this will last long as we got the series 5 32 inch full hd back in 2010. they told us the lcd panel would last for at least 8 years. it's 2021 and that tv is still functioning smooth like butter, now even made smart with firetv.",first thanks to amazon for providing services even to further area of the country brand installation is not at all required for this as such i did it myself i was a bit confused in fitting the stand but after getting it no problem later initial set up is a bit slow but later on the speed comes close to the speed of the wondertainment 55 inch unit we also havewatching netflix and prime video over wifi and mobile hotspot gives very good picture quality even though this is 1080p in resolution quality is not that far from the 55 inch 4k tvsome people may not like the smoothening of pictures but oddly i like it more when compared to media played from my laptop over hdmisound quality sure doesnt match with the 4k wondertainment tv but meets your daily tv consumption and maybe slightly more i watched sheershah and i was more than happy with the sound output even during the battle scenesand at last i have full trust in samsung that this will last long as we got the series 5 32 inch full hd back in 2010 they told us the lcd panel would last for at least 8 years its 2021 and that tv is still functioning smooth like butter now even made smart with firetv,first thanks amazon providing services even area country brand installation required bit confused fitting stand getting problem later initial set bit slow later speed comes close speed wondertainment 55 inch unit also havewatching netflix prime video wifi mobile hotspot gives good picture quality even though 1080p resolution quality far 55 inch 4k tvsome people may like smoothening pictures oddly like compared media played laptop hdmisound quality sure doesnt match 4k wondertainment tv meets daily tv consumption maybe slightly watched sheershah happy sound output even battle scenesand last full trust samsung last long got series 5 32 inch full hd back 2010 told us lcd panel would last least 8 years 2021 tv still functioning smooth like butter even made smart firetv,0,0,0
19,19,19,19,Rohan Sharma,2021-04-05,"Good smart LED TV , don't go for Chinese TV's this one is much better","Had a choice of choosing between Samsung and Chinese TCL/Realme/OnePlus TV's with larger screen which had same price as this one but finally chose this one and i am not regretting by decision , display is good , software is Tizen not android but that's okay (IDC) , software doesn't lag , Youtube works perfectly and so do the other inbuilt apps , no issues found in the product i received , sound is also good , viewing angles are also good , overall it's VFM product , delivery was very fast in my area , received it the next day ( without prime ) , overall had a good experience , if you are unable to decide between Chinese TV's and this one then i would recommend this TV.",1,5,"had a choice of choosing between samsung and chinese tcl/realme/oneplus tv's with larger screen which had same price as this one but finally chose this one and i am not regretting by decision , display is good , software is tizen not android but that's okay (idc) , software doesn't lag , youtube works perfectly and so do the other inbuilt apps , no issues found in the product i received , sound is also good , viewing angles are also good , overall it's vfm product , delivery was very fast in my area , received it the next day ( without prime ) , overall had a good experience , if you are unable to decide between chinese tv's and this one then i would recommend this tv.",had a choice of choosing between samsung and chinese tclrealmeoneplus tvs with larger screen which had same price as this one but finally chose this one and i am not regretting by decision  display is good  software is tizen not android but thats okay idc  software doesnt lag  youtube works perfectly and so do the other inbuilt apps  no issues found in the product i received  sound is also good  viewing angles are also good  overall its vfm product  delivery was very fast in my area  received it the next day  without prime   overall had a good experience  if you are unable to decide between chinese tvs and this one then i would recommend this tv,choice choosing samsung chinese tclrealmeoneplus tvs larger screen price one finally chose one regretting decision display good software tizen android thats okay idc software doesnt lag youtube works perfectly inbuilt apps issues found product received sound also good viewing angles also good overall vfm product delivery fast area received next day without prime overall good experience unable decide chinese tvs one would recommend tv,0,1,0
20,20,20,20,Blitzkerg47,2021-01-21,Value for money- samsung trust!,"Tv is value for money. Samsung panel is bright enough and sharpness and quality is good. Samsung OS tizen is good but not that smooth n responsive. But will get used toIt.Smart features are limited. All apps are available- netflix, prime, voot, sony liv, hotstar, zee 5 etc. concerned that over time will it become laggy.. i have lg 55in oled which has webos ultra smooth.So if you are looking for entey level tv with good video quality, go for this rather than android realme, oneplus etc. audio quality is sufficient for this price , not best but loud enough for my big hall. For this price , we cant ask for more.",0,4,"tv is value for money. samsung panel is bright enough and sharpness and quality is good. samsung os tizen is good but not that smooth n responsive. but will get used toit.smart features are limited. all apps are available- netflix, prime, voot, sony liv, hotstar, zee 5 etc. concerned that over time will it become laggy.. i have lg 55in oled which has webos ultra smooth.so if you are looking for entey level tv with good video quality, go for this rather than android realme, oneplus etc. audio quality is sufficient for this price , not best but loud enough for my big hall. for this price , we cant ask for more.",tv is value for money samsung panel is bright enough and sharpness and quality is good samsung os tizen is good but not that smooth n responsive but will get used toitsmart features are limited all apps are available netflix prime voot sony liv hotstar zee 5 etc concerned that over time will it become laggy i have lg 55in oled which has webos ultra smoothso if you are looking for entey level tv with good video quality go for this rather than android realme oneplus etc audio quality is sufficient for this price  not best but loud enough for my big hall for this price  we cant ask for more,tv value money samsung panel bright enough sharpness quality good samsung os tizen good smooth n responsive get used toitsmart features limited apps available netflix prime voot sony liv hotstar zee 5 etc concerned time become laggy lg 55in oled webos ultra smoothso looking entey level tv good video quality go rather android realme oneplus etc audio quality sufficient price best loud enough big hall price cant ask,1,1,1
21,21,21,21,Madhu Murali,2021-03-16,Real WONDER from Samsung,"After making 1 week of research, I ordered Oneplus TV for my bedroom. Luckily it had a problem and I replaced it with this Samsung.!Pros:ConnectivityBoth Audio and Video (Don't expect theatrical experience with this price!)Voice Recognition - Smart RemoteMusic Mode(Tune-In)Free installation from SamsungCons:Without Google Playstore, it is quiet difficult for some time.No inbuilt games or we can't even download our favourite games since it is non-android.Light patches are screen are visible in some colors.Some unwanted apps can't be deleted.Chrome Cast not available.",2,5,"after making 1 week of research, i ordered oneplus tv for my bedroom. luckily it had a problem and i replaced it with this samsung.!pros:connectivityboth audio and video (don't expect theatrical experience with this price!)voice recognition - smart remotemusic mode(tune-in)free installation from samsungcons:without google playstore, it is quiet difficult for some time.no inbuilt games or we can't even download our favourite games since it is non-android.light patches are screen are visible in some colors.some unwanted apps can't be deleted.chrome cast not available.",after making 1 week of research i ordered oneplus tv for my bedroom luckily it had a problem and i replaced it with this samsungprosconnectivityboth audio and video dont expect theatrical experience with this pricevoice recognition  smart remotemusic modetuneinfree installation from samsungconswithout google playstore it is quiet difficult for some timeno inbuilt games or we cant even download our favourite games since it is nonandroidlight patches are screen are visible in some colorssome unwanted apps cant be deletedchrome cast not available,making 1 week research ordered oneplus tv bedroom luckily problem replaced samsungprosconnectivityboth audio video dont expect theatrical experience pricevoice recognition smart remotemusic modetuneinfree installation samsungconswithout google playstore quiet difficult timeno inbuilt games cant even download favourite games since nonandroidlight patches screen visible colorssome unwanted apps cant deletedchrome cast available,0,0,0
22,22,22,22,Haji M. Ahmad,2021-01-27,UA32T 4340AKXXL is the best Smart featuredTV.Value of money.,"Very good product of samsung.picture clarity,sound 20W lovely and fully Smart features functioning. Previously I was unable to set right settings of the TV. But thanks to Amazon and Samsung company, they taken my complaint promptly and sent it's gentle man Mr Nishu Ji to my house. He corrected the Settings and paired my Mobile Honor 8X . Now I am enjoying YouTube , Amazon prime,Soni liv etc. I am fully happy and certified with the functioning of my Smart TV.I am enjoying since 20th of January,2021.Nice performance. Picture digital, sound surrounding quantity very pleasant.Value of money.",0,5,"very good product of samsung.picture clarity,sound 20w lovely and fully smart features functioning. previously i was unable to set right settings of the tv. but thanks to amazon and samsung company, they taken my complaint promptly and sent it's gentle man mr nishu ji to my house. he corrected the settings and paired my mobile honor 8x . now i am enjoying youtube , amazon prime,soni liv etc. i am fully happy and certified with the functioning of my smart tv.i am enjoying since 20th of january,2021.nice performance. picture digital, sound surrounding quantity very pleasant.value of money.",very good product of samsungpicture claritysound 20w lovely and fully smart features functioning previously i was unable to set right settings of the tv but thanks to amazon and samsung company they taken my complaint promptly and sent its gentle man mr nishu ji to my house he corrected the settings and paired my mobile honor 8x  now i am enjoying youtube  amazon primesoni liv etc i am fully happy and certified with the functioning of my smart tvi am enjoying since 20th of january2021nice performance picture digital sound surrounding quantity very pleasantvalue of money,good product samsungpicture claritysound 20w lovely fully smart features functioning previously unable set right settings tv thanks amazon samsung company taken complaint promptly sent gentle man mr nishu ji house corrected settings paired mobile honor 8x enjoying youtube amazon primesoni liv etc fully happy certified functioning smart tvi enjoying since 20th january2021nice performance picture digital sound surrounding quantity pleasantvalue money,1,0,0
23,23,23,23,Asif,2021-09-08,Amazing product.,I bought this TV now it's been 6 months the response is quick and the picture quality is great. It does not mean take much of space. But it's response also depends on the speed of your internet. I had no problem connecting it with HDMA and Internet. Works very well at cost of around 15k. I say it's a good deal if you don't fancy a huge TV screen and got low budget.,1,5,i bought this tv now it's been 6 months the response is quick and the picture quality is great. it does not mean take much of space. but it's response also depends on the speed of your internet. i had no problem connecting it with hdma and internet. works very well at cost of around 15k. i say it's a good deal if you don't fancy a huge tv screen and got low budget.,i bought this tv now its been 6 months the response is quick and the picture quality is great it does not mean take much of space but its response also depends on the speed of your internet i had no problem connecting it with hdma and internet works very well at cost of around 15k i say its a good deal if you dont fancy a huge tv screen and got low budget,bought tv 6 months response quick picture quality great mean take much space response also depends speed internet problem connecting hdma internet works well cost around 15k say good deal dont fancy huge tv screen got low budget,1,1,1
24,24,24,24,Sanjay Kumar Shah,2021-08-15,"Good product to buy, I am quite satisfied with awesome product of Samsung.",I got each and every features mentioned in the specifications section. I love the product quality. I thought to buy Samsung brand product over all other available product in the market in this price range and 2021 model. I have posted photo of connected awesome boat airpods device with samsung Wodertainment smart tv. I complain about one thing table stand was not there.All other features are awesome given:Sound qualityPicture qualityRemote model(posted photo)Bluetooth connectivity awesomeWiFi connectivity awesomeNetflixAmazon Prime videoZEE5Alexa voice recognition (fall in love with it)Google assistance awesomePaired my PC to this systemCasting is also awesomeThese many features I have tested and given review based on experiment on Samsung Smart TV.If you want to buy this product then please go blindly it's really awesome won't disappoint you.,1,5,i got each and every features mentioned in the specifications section. i love the product quality. i thought to buy samsung brand product over all other available product in the market in this price range and 2021 model. i have posted photo of connected awesome boat airpods device with samsung wodertainment smart tv. i complain about one thing table stand was not there.all other features are awesome given:sound qualitypicture qualityremote model(posted photo)bluetooth connectivity awesomewifi connectivity awesomenetflixamazon prime videozee5alexa voice recognition (fall in love with it)google assistance awesomepaired my pc to this systemcasting is also awesomethese many features i have tested and given review based on experiment on samsung smart tv.if you want to buy this product then please go blindly it's really awesome won't disappoint you.,i got each and every features mentioned in the specifications section i love the product quality i thought to buy samsung brand product over all other available product in the market in this price range and 2021 model i have posted photo of connected awesome boat airpods device with samsung wodertainment smart tv i complain about one thing table stand was not thereall other features are awesome givensound qualitypicture qualityremote modelposted photobluetooth connectivity awesomewifi connectivity awesomenetflixamazon prime videozee5alexa voice recognition fall in love with itgoogle assistance awesomepaired my pc to this systemcasting is also awesomethese many features i have tested and given review based on experiment on samsung smart tvif you want to buy this product then please go blindly its really awesome wont disappoint you,got every features mentioned specifications section love product quality thought buy samsung brand product available product market price range 2021 model posted photo connected awesome boat airpods device samsung wodertainment smart tv complain one thing table stand thereall features awesome givensound qualitypicture qualityremote modelposted photobluetooth connectivity awesomewifi connectivity awesomenetflixamazon prime videozee5alexa voice recognition fall love itgoogle assistance awesomepaired pc systemcasting also awesomethese many features tested given review based experiment samsung smart tvif want buy product please go blindly really awesome wont disappoint,1,1,1
25,25,25,25,Suman Mandal,2021-06-14,Worth it,"Before purchasing I was quite sceptical but after using it for a month it’s quite satisfactory. Picture quality n sound quality both are really good. Though I’m using sound bar for room filling experience audio the tv speaker is enough for a 100sqft room. The smart features are also impressive with multiple connectivity options. Overall, a Best Buy.",1,5,"before purchasing i was quite sceptical but after using it for a month it’s quite satisfactory. picture quality n sound quality both are really good. though i’m using sound bar for room filling experience audio the tv speaker is enough for a 100sqft room. the smart features are also impressive with multiple connectivity options. overall, a best buy.",before purchasing i was quite sceptical but after using it for a month it’s quite satisfactory picture quality n sound quality both are really good though i’m using sound bar for room filling experience audio the tv speaker is enough for a 100sqft room the smart features are also impressive with multiple connectivity options overall a best buy,purchasing quite sceptical using month it’s quite satisfactory picture quality n sound quality really good though i’m using sound bar room filling experience audio tv speaker enough 100sqft room smart features also impressive multiple connectivity options overall best buy,1,0,1
26,26,26,26,RAJESH,2020-12-31,Good Budget TV.,"I am satisfied with what Samsung gives in this budget.PROS:It has a very good picture quality.Has most of the OTT, Digital Apps people need.Has Dex Feature and other Premium Features.CONS:Sitting it on the stand given in a little room is kinda dangerous.Its a little slow?! It seems to me like that. Some times its lagging when I close and open another app.",1,4,"i am satisfied with what samsung gives in this budget.pros:it has a very good picture quality.has most of the ott, digital apps people need.has dex feature and other premium features.cons:sitting it on the stand given in a little room is kinda dangerous.its a little slow?! it seems to me like that. some times its lagging when i close and open another app.",i am satisfied with what samsung gives in this budgetprosit has a very good picture qualityhas most of the ott digital apps people needhas dex feature and other premium featuresconssitting it on the stand given in a little room is kinda dangerousits a little slow it seems to me like that some times its lagging when i close and open another app,satisfied samsung gives budgetprosit good picture qualityhas ott digital apps people needhas dex feature premium featuresconssitting stand given little room kinda dangerousits little slow seems like times lagging close open another app,1,0,1
27,27,27,27,Mohankumar L.,2021-10-04,Budget smart TV with voice search and bluetooth,"Video: Excellent for a HD ready TV.HDR: HDR rendering is good for Hi Definition videos.Audio: Good and adequate for a 12x10 room.Bluetooth: Connectivity is excellent but volume is low.Voice Search: Good but no where near the Jio voice search in Jio 4K box.WiFi: Great, 2020 Voice Search edition produced in 2021 has WiFi 5GHZ support.Apps: Has all the popular OTT apps. SunNxt is available too!Build: Decent build quality for the price.Overall: Bang for the buck at Rs.16240 in Great Indian sale.Verdict: Made in India. Better alternative to cheaper Chinese smart televisions.",0,4,"video: excellent for a hd ready tv.hdr: hdr rendering is good for hi definition videos.audio: good and adequate for a 12x10 room.bluetooth: connectivity is excellent but volume is low.voice search: good but no where near the jio voice search in jio 4k box.wifi: great, 2020 voice search edition produced in 2021 has wifi 5ghz support.apps: has all the popular ott apps. sunnxt is available too!build: decent build quality for the price.overall: bang for the buck at rs.16240 in great indian sale.verdict: made in india. better alternative to cheaper chinese smart televisions.",video excellent for a hd ready tvhdr hdr rendering is good for hi definition videosaudio good and adequate for a 12x10 roombluetooth connectivity is excellent but volume is lowvoice search good but no where near the jio voice search in jio 4k boxwifi great 2020 voice search edition produced in 2021 has wifi 5ghz supportapps has all the popular ott apps sunnxt is available toobuild decent build quality for the priceoverall bang for the buck at rs16240 in great indian saleverdict made in india better alternative to cheaper chinese smart televisions,video excellent hd ready tvhdr hdr rendering good hi definition videosaudio good adequate 12x10 roombluetooth connectivity excellent volume lowvoice search good near jio voice search jio 4k boxwifi great 2020 voice search edition produced 2021 wifi 5ghz supportapps popular ott apps sunnxt available toobuild decent build quality priceoverall bang buck rs16240 great indian saleverdict made india better alternative cheaper chinese smart televisions,1,1,1
28,28,28,28,vijay mardikar,2021-05-02,Excellent Smart TV,"Avoid cheap Chinese products and exorbitant brands. Samsung TV is a perfect balance of exceptional quality yet medium price, you  have to use it to experience it, yes I mean it, too good package, display crystal clear, audio with magic bass, features great, high RAM, ease of operation very high, Go For It !!!!!!......",1,5,"avoid cheap chinese products and exorbitant brands. samsung tv is a perfect balance of exceptional quality yet medium price, you  have to use it to experience it, yes i mean it, too good package, display crystal clear, audio with magic bass, features great, high ram, ease of operation very high, go for it !!!!!!......",avoid cheap chinese products and exorbitant brands samsung tv is a perfect balance of exceptional quality yet medium price you  have to use it to experience it yes i mean it too good package display crystal clear audio with magic bass features great high ram ease of operation very high go for it ,avoid cheap chinese products exorbitant brands samsung tv perfect balance exceptional quality yet medium price use experience yes mean good package display crystal clear audio magic bass features great high ram ease operation high go,1,1,1
29,29,29,29,Mehul Surve,2021-10-10,Good TV but worst service,"So I have always been a Samsung TV fan all my life.I have all my life recommended a Samsung TV to anyone and everyone who ask for an opinion.Undoubtedly, this is also a Samsung product and stands by its name and delivers what it should but unfortunately the service provided to me has been below standard.First of all , the TV doesn’t come with any Mounting/support device like a wall mount or a table mount. You have to order one separately which takes another 8-9 days to deliver. As i type this , i am yet to receive my table mount. But got my tv delivered 7 days ago, very disappointing.",0,5,"so i have always been a samsung tv fan all my life.i have all my life recommended a samsung tv to anyone and everyone who ask for an opinion.undoubtedly, this is also a samsung product and stands by its name and delivers what it should but unfortunately the service provided to me has been below standard.first of all , the tv doesn’t come with any mounting/support device like a wall mount or a table mount. you have to order one separately which takes another 8-9 days to deliver. as i type this , i am yet to receive my table mount. but got my tv delivered 7 days ago, very disappointing.",so i have always been a samsung tv fan all my lifei have all my life recommended a samsung tv to anyone and everyone who ask for an opinionundoubtedly this is also a samsung product and stands by its name and delivers what it should but unfortunately the service provided to me has been below standardfirst of all  the tv doesn’t come with any mountingsupport device like a wall mount or a table mount you have to order one separately which takes another 89 days to deliver as i type this  i am yet to receive my table mount but got my tv delivered 7 days ago very disappointing,always samsung tv fan lifei life recommended samsung tv anyone everyone ask opinionundoubtedly also samsung product stands name delivers unfortunately service provided standardfirst tv doesn’t come mountingsupport device like wall mount table mount order one separately takes another 89 days deliver type yet receive table mount got tv delivered 7 days ago disappointing,1,0,1
30,30,30,30,Gyan Ranjan,2021-03-29,Satisfied with TV,"TV was delivered in good packaging. Samsung installation personnel visited next day for installation. If needed, Wall mount is done free of cost.All smart features are good. Sound, speed, app load etc didn't disappoint. Only video quality is little dull when compared to LG. I have tried all picture modes.Overall, I am satisfied after one month of use.",0,4,"tv was delivered in good packaging. samsung installation personnel visited next day for installation. if needed, wall mount is done free of cost.all smart features are good. sound, speed, app load etc didn't disappoint. only video quality is little dull when compared to lg. i have tried all picture modes.overall, i am satisfied after one month of use.",tv was delivered in good packaging samsung installation personnel visited next day for installation if needed wall mount is done free of costall smart features are good sound speed app load etc didnt disappoint only video quality is little dull when compared to lg i have tried all picture modesoverall i am satisfied after one month of use,tv delivered good packaging samsung installation personnel visited next day installation needed wall mount done free costall smart features good sound speed app load etc didnt disappoint video quality little dull compared lg tried picture modesoverall satisfied one month use,0,0,0
31,31,31,31,Sai Teja,2021-10-12,1080P Supported 👌👌👌and Fast Installation 🔥🔥🔥,"Comparable only with Sony. Don't campare with Chinese TVs1. Picture - 4.4 / 52. Sound - 4.2 / 53. Viewing experience - 5 / 54. Voice recognition 4 / 55. Table stand will not come with this model, only wall mount will be given at time of installation for free.6. Lessthan 30seconds, Home screen will display with good WIFI.I purchased MI TV last year and not at all satisfied with viewing experience, just like some faded pictures. This samsung picturisation impressed me a lot.My suggestion is purchase only Voice Search with 1000bucks extra in this Samsung model which consists Alexa, Google voice assistant and Bluetooth.",0,5,"comparable only with sony. don't campare with chinese tvs1. picture - 4.4 / 52. sound - 4.2 / 53. viewing experience - 5 / 54. voice recognition 4 / 55. table stand will not come with this model, only wall mount will be given at time of installation for free.6. lessthan 30seconds, home screen will display with good wifi.i purchased mi tv last year and not at all satisfied with viewing experience, just like some faded pictures. this samsung picturisation impressed me a lot.my suggestion is purchase only voice search with 1000bucks extra in this samsung model which consists alexa, google voice assistant and bluetooth.",comparable only with sony dont campare with chinese tvs1 picture  44  52 sound  42  53 viewing experience  5  54 voice recognition 4  55 table stand will not come with this model only wall mount will be given at time of installation for free6 lessthan 30seconds home screen will display with good wifii purchased mi tv last year and not at all satisfied with viewing experience just like some faded pictures this samsung picturisation impressed me a lotmy suggestion is purchase only voice search with 1000bucks extra in this samsung model which consists alexa google voice assistant and bluetooth,comparable sony dont campare chinese tvs1 picture 44 52 sound 42 53 viewing experience 5 54 voice recognition 4 55 table stand come model wall mount given time installation free6 lessthan 30seconds home screen display good wifii purchased mi tv last year satisfied viewing experience like faded pictures samsung picturisation impressed lotmy suggestion purchase voice search 1000bucks extra samsung model consists alexa google voice assistant bluetooth,0,0,0
32,32,32,32,Ankush,2021-07-12,Best in this price.,"My 1st smart TV.It's good features vise..Like wifi, bluetooth, pre-installed apps, voice search enable remote.. (most usable feature)Picture quality is good,Only concern is with sound..It's low but ok for bedroom for hall or big room you need a bluetooth speaker..Overall it's good TV..M happy with this.",0,5,"my 1st smart tv.it's good features vise..like wifi, bluetooth, pre-installed apps, voice search enable remote.. (most usable feature)picture quality is good,only concern is with sound..it's low but ok for bedroom for hall or big room you need a bluetooth speaker..overall it's good tv..m happy with this.",my 1st smart tvits good features viselike wifi bluetooth preinstalled apps voice search enable remote most usable featurepicture quality is goodonly concern is with soundits low but ok for bedroom for hall or big room you need a bluetooth speakeroverall its good tvm happy with this,1st smart tvits good features viselike wifi bluetooth preinstalled apps voice search enable remote usable featurepicture quality goodonly concern soundits low ok bedroom hall big room need bluetooth speakeroverall good tvm happy,1,0,1
33,33,33,33,Robin Singla,2020-12-05,Picture quality is really good but audio quality is not good.,Picture quality is good but not satisfied with the audio quality.  It is loud enough but audio is not so clear.Another drawback is that tv is not Bluetooth enabled so you can not connect bluetooth speaker/earphones with the tv.No need to buy a smart tv untill you have a high speed wifi connection at home.Free installation by Samsung including wall mount stand.,0,4,picture quality is good but not satisfied with the audio quality.  it is loud enough but audio is not so clear.another drawback is that tv is not bluetooth enabled so you can not connect bluetooth speaker/earphones with the tv.no need to buy a smart tv untill you have a high speed wifi connection at home.free installation by samsung including wall mount stand.,picture quality is good but not satisfied with the audio quality  it is loud enough but audio is not so clearanother drawback is that tv is not bluetooth enabled so you can not connect bluetooth speakerearphones with the tvno need to buy a smart tv untill you have a high speed wifi connection at homefree installation by samsung including wall mount stand,picture quality good satisfied audio quality loud enough audio clearanother drawback tv bluetooth enabled connect bluetooth speakerearphones tvno need buy smart tv untill high speed wifi connection homefree installation samsung including wall mount stand,1,0,1
34,34,34,34,Veronica Dsouza,2020-09-12,Good to buy.,"The tv was fixed, it had smart features, picture quality, and voice recognition too is good. However, it does require internet connection and can't work only on Wi-Fi, so far I'm using WiFi, which is not stable as it goes off if wifi is not strong. Also other channels will need a dth connection.",1,4,"the tv was fixed, it had smart features, picture quality, and voice recognition too is good. however, it does require internet connection and can't work only on wi-fi, so far i'm using wifi, which is not stable as it goes off if wifi is not strong. also other channels will need a dth connection.",the tv was fixed it had smart features picture quality and voice recognition too is good however it does require internet connection and cant work only on wifi so far im using wifi which is not stable as it goes off if wifi is not strong also other channels will need a dth connection,tv fixed smart features picture quality voice recognition good however require internet connection cant work wifi far im using wifi stable goes wifi strong also channels need dth connection,0,0,0
35,35,35,35,Himanshu,2021-09-08,Great TV!,"Really good tv, the UI is pretty smooth and easy to navigate. Boot time is really low. It wakes up really quickly, whether you it turn it on by remote or from the switch board, fastest that I've seen in this range. Picture quality is good, blacks are nice. Audio is great as well.However, what I didn't like about it is that Samsung didn't ship a table mount in the box. I had it mounted on a wall, but it would have been great to have the option of putting it on the table as well. You can do it, but in that case Samsung technician would not provide you with a wall mount. It's either this or that.Also, app availability in good but there's no Discovery+ app available on this tv as of yet. All other apps are available.Voice assistant also works well but now after using it, I've realised that it's an useless feature and one can do without.",0,4,"really good tv, the ui is pretty smooth and easy to navigate. boot time is really low. it wakes up really quickly, whether you it turn it on by remote or from the switch board, fastest that i've seen in this range. picture quality is good, blacks are nice. audio is great as well.however, what i didn't like about it is that samsung didn't ship a table mount in the box. i had it mounted on a wall, but it would have been great to have the option of putting it on the table as well. you can do it, but in that case samsung technician would not provide you with a wall mount. it's either this or that.also, app availability in good but there's no discovery+ app available on this tv as of yet. all other apps are available.voice assistant also works well but now after using it, i've realised that it's an useless feature and one can do without.",really good tv the ui is pretty smooth and easy to navigate boot time is really low it wakes up really quickly whether you it turn it on by remote or from the switch board fastest that ive seen in this range picture quality is good blacks are nice audio is great as wellhowever what i didnt like about it is that samsung didnt ship a table mount in the box i had it mounted on a wall but it would have been great to have the option of putting it on the table as well you can do it but in that case samsung technician would not provide you with a wall mount its either this or thatalso app availability in good but theres no discovery app available on this tv as of yet all other apps are availablevoice assistant also works well but now after using it ive realised that its an useless feature and one can do without,really good tv ui pretty smooth easy navigate boot time really low wakes really quickly whether turn remote switch board fastest ive seen range picture quality good blacks nice audio great wellhowever didnt like samsung didnt ship table mount box mounted wall would great option putting table well case samsung technician would provide wall mount either thatalso app availability good theres discovery app available tv yet apps availablevoice assistant also works well using ive realised useless feature one without,1,0,1
36,36,36,36,sameer_555,2021-02-11,Decent specs !,"Apart from slick Amazon delivery, fast installation ..picture /sound quality/voice search is quite good at this price point. Wifi /apps experience flawless .Plus Samsung brand service, Buy it you won't regret it. A piece of advice , change sound mode to amplify ..use tunestation & the sound comes out alive. Enjoy !",0,4,"apart from slick amazon delivery, fast installation ..picture /sound quality/voice search is quite good at this price point. wifi /apps experience flawless .plus samsung brand service, buy it you won't regret it. a piece of advice , change sound mode to amplify ..use tunestation & the sound comes out alive. enjoy !",apart from slick amazon delivery fast installation picture sound qualityvoice search is quite good at this price point wifi apps experience flawless plus samsung brand service buy it you wont regret it a piece of advice  change sound mode to amplify use tunestation  the sound comes out alive enjoy ,apart slick amazon delivery fast installation picture sound qualityvoice search quite good price point wifi apps experience flawless plus samsung brand service buy wont regret piece advice change sound mode amplify use tunestation sound comes alive enjoy,0,0,0
